# BEAST v1.10.2
# Generated Sun Dec 02 20:30:11 SAST 2018 [seed=1543775410815]
# -beagle outbreak_25_expo_cauchy10_prior_clock_cp123.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2167000	-4835.881379038409	-28.66690260803372	-4807.214476430376	0.5848421762042376	2018.3302263169464	4.9496342466843695	1.0346514490915486	2.292455359798305	15.142240071727008	0.3123102059912924	0.22443669734487018	0.24576392220327767	0.21748917446056104	0.06913533836159666	0.04879369692503917	0.17833284833872567	0.7728734547362295	0.1463333006703917	0.5348238801304388	2.32013580235523	0.004536832315561279	0.00453683231556128	-4807.214476430376	0.0	-26.273191101320624
2168000	-4822.780679216155	-20.09183995288403	-4802.688839263271	0.4974459917494547	2018.4176225014014	4.3810813285946635	3.3214730647168396	6.055917974243114	4.932537419180295	0.3123102059912924	0.20899227209808818	0.26067637754714784	0.21802114436347284	0.3297584225282452	0.06453710137120469	0.2511682758121294	0.6842946228166601	0.193548094415895	0.7532588252073852	2.054225622612366	0.00425297156376105	0.00425297156376105	-4802.688839263271	0.0	-17.67639420661504
2169000	-4817.42346594989	-22.122353392887277	-4795.301112557003	0.5435045769362248	2018.3715639162147	4.094508177299219	5.317960388823915	7.381478865047212	14.463729206714232	0.3173050829256614	0.22273095449461514	0.24194281821625185	0.21802114436347284	0.6599388329787511	0.06586102263225584	0.3116836992113652	0.6224552781563732	0.19751856150829322	0.9347458246671893	1.8685863350145244	0.006233274866789589	0.006233274866789586	-4795.301112557003	0.0	-16.365120604436978
2170000	-4830.02289676046	-29.350635705983024	-4800.672261054477	0.5456132326928503	2018.369455260458	5.1910519867389056	13.524106634263807	10.047577970497318	13.19087863195687	0.3101837612417039	0.20968031509078197	0.2648183356543376	0.2153175880131778	0.8017122143079728	0.06209478152843015	0.15898155463591412	0.7789236638356499	0.18622352697360736	0.47678895229693347	2.3382982928085885	0.0046431519522503765	0.0046431519522503765	-4800.672261054477	0.0	-22.56877672195811
2171000	-4831.645256115356	-27.789214630079016	-4803.856041485276	0.5732378236871792	2018.3418306694637	5.189793645676139	3.571126068613869	5.401331813297298	8.161406732282781	0.30894926436632925	0.21978747255873715	0.25594480340230963	0.21531845967262517	0.9894047235772903	0.04976605044529442	0.2497267431282563	0.7005072064264435	0.149249408877073	0.7489356390389038	2.1028951628213433	0.005603122265637776	0.005603122265637778	-4803.856041485276	0.0	-23.19810056381061
2172000	-4845.348064169935	-44.91055533004528	-4800.43750883989	1.0506205791232537	2017.8644479140276	10.495544050249395	20.392812876172552	5.343273159017005	12.954869674958235	0.311132786722294	0.2251393889207506	0.2510543008286589	0.21267352352829771	0.24184989442148516	0.014308275741261034	0.1981125171919133	0.7875792070668199	0.0429108132416663	0.5941435138507724	2.364281894155493	0.002197077728518202	0.0021970777285182023	-4800.43750883989	0.0	-40.04784824613938
2173000	-4849.6548805924685	-44.89837770147472	-4804.756502890994	1.0091940081622994	2017.9058744849885	10.73683313723781	16.198864753607136	4.210294242057161	12.890369075224823	0.30223321854629337	0.22245316743757654	0.253740522311833	0.22157309170429837	1.1369282354677936	0.025255552514195506	0.13777190902139494	0.8369725384644038	0.07574192144805744	0.41318078885750376	2.5125587380176513	0.0020814758389672847	0.002081475838967285	-4804.756502890994	0.0	-38.612785467816735
2174000	-4848.289142115928	-45.841530158353606	-4802.447611957575	1.0610530246693137	2017.8540154684815	10.070744449095214	15.170968384519881	4.572693331599762	9.81818433981007	0.3010954619032815	0.22800981609986057	0.25331905227736523	0.21757566971949396	1.4472810902554654	0.03296881364267097	0.38063338472590436	0.5863978016314192	0.09887415021925418	1.1415273496872862	1.7603432045052996	0.0019237122108397959	0.001923712210839796	-4802.447611957575	0.0	-39.50419693028341
2175000	-4845.484397021676	-35.811490878407064	-4809.672906143269	0.9072704604594858	2018.0077980326912	7.604063081377611	6.325615633486601	4.406004525966143	11.869198617090422	0.3010954619032815	0.20372792564392123	0.26559531175914075	0.22958130069365776	0.8928799398730626	0.02610280314820955	0.21332285463368986	0.7605743422180952	0.07828284352577634	0.6397596286859534	2.283214348893929	0.0030599280238359887	0.0030599280238359887	-4809.672906143269	0.0	-30.736601302876903
2176000	-4818.811718173656	-25.822152397314888	-4792.989565776341	0.4858974231951417	2018.4291710699556	4.919967904142923	5.289457357840825	6.591277191388689	8.71419182134986	0.3146808531443724	0.21567979786845776	0.25246620423654864	0.21717314475062252	0.7669787824060584	0.06678943018465179	0.22319854194186967	0.7100120278734734	0.2003028748534807	0.6693770180470175	2.131428264067231	0.003766135148511958	0.003766135148511956	-4792.989565776341	0.0	-21.24773481477078
